person_id,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,customer_id,age,gender,education_level,location_type,employment_type,estimated_monthly_income,mobile_tenure_months,monthly_airtime_spend,monthly_data_usage_gb,avg_calls_per_day,avg_sms_per_day,avg_call_duration_mins,network_stability_score,digital_wallet_usage,monthly_digital_transactions,avg_transaction_amount,online_purchases_per_month,avg_online_spend,social_media_activity_score,social_network_size,mobile_banking_user,digital_loan_history,digital_engagement_score,financial_inclusion_score,employment_status,income_level,monthly_income,region,electricity_bill_avg,water_bill_avg,gas_bill_avg,total_utility_expense,utility_to_income_ratio,on_time_payments_12m,late_payments_12m,avg_delay_days,disconnection_count,payment_method,credit_risk_score,credit_risk_category,target
952,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,307,40.0,1,2,3,1,249.0,26.0,23.79,0.62,9.0,14.0,12.6,76.0,0.0,0.0,0.0,5.0,31.46,73.0,156.0,1.0,0.0,39.0,517.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
621,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,207,41.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,2,2,5266.0,3,123.0,25.69,26.67,175.36,3.33,7.0,5.0,0.0,0.0,4,670.0,2,0
975,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,328,24.0,1,1,0,0,378.0,26.0,38.99,1.08,7.0,10.0,2.66,70.0,0.0,0.0,0.0,1.0,198.02,53.0,151.0,0.0,1.0,16.0,528.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
690,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,45,26.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,1,3254.0,0,157.58,22.44,51.02,231.04,7.1,9.0,3.0,1.0,0.0,0,850.0,1,0
484,39964.0,1,1.0,4,2,4167.0,24.54,0.586,0,21.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,1
160,60099.0,2,9.0,1,2,14379.0,9.64,0.212,0,19.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
860,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,449,22.0,0,2,1,2,364.0,20.0,13.89,0.86,5.0,16.0,12.44,67.0,1.0,22.0,27.16,2.0,73.74,78.0,160.0,1.0,0.0,64.0,677.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
67,63131.0,2,10.0,4,1,20604.0,18.08,0.566,0,6.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
907,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,275,21.0,0,0,1,0,361.0,22.0,28.43,0.51,7.0,19.0,5.59,96.0,1.0,22.0,58.19,4.0,104.22,49.0,154.0,1.0,1.0,61.0,710.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
279,25583.0,2,14.0,4,2,36323.0,7.37,0.177,0,6.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,1
