person_id,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,customer_id,age,gender,education_level,location_type,employment_type,estimated_monthly_income,mobile_tenure_months,monthly_airtime_spend,monthly_data_usage_gb,avg_calls_per_day,avg_sms_per_day,avg_call_duration_mins,network_stability_score,digital_wallet_usage,monthly_digital_transactions,avg_transaction_amount,online_purchases_per_month,avg_online_spend,social_media_activity_score,social_network_size,mobile_banking_user,digital_loan_history,digital_engagement_score,financial_inclusion_score,employment_status,income_level,monthly_income,region,electricity_bill_avg,water_bill_avg,gas_bill_avg,total_utility_expense,utility_to_income_ratio,on_time_payments_12m,late_payments_12m,avg_delay_days,disconnection_count,payment_method,credit_risk_score,credit_risk_category,target
212,44166.0,2,6.0,3,3,6776.0,19.12,0.093,0,26.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,1
929,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,286,44.0,0,1,3,0,364.0,23.0,12.39,4.96,12.0,12.0,7.25,84.0,1.0,11.0,133.66,4.0,42.4,86.0,126.0,1.0,1.0,59.0,708.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
857,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,446,26.0,1,2,1,0,464.0,19.0,25.04,3.79,13.0,18.0,1.77,78.0,0.0,0.0,0.0,2.0,46.65,17.0,153.0,1.0,0.0,24.0,646.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
953,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,308,20.0,0,0,3,0,312.0,15.0,35.56,0.14,7.0,11.0,6.39,72.0,1.0,14.0,177.31,3.0,32.18,56.0,169.0,0.0,1.0,38.0,515.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
735,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,86,45.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,3537.0,0,66.5,66.76,134.73,267.99,7.58,7.0,5.0,6.0,1.0,4,655.0,2,0
996,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,347,24.0,1,2,3,1,235.0,27.0,72.0,4.38,5.0,14.0,4.12,57.0,1.0,18.0,111.13,4.0,57.48,35.0,161.0,1.0,0.0,56.0,527.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
74,58255.0,2,31.0,3,0,27672.0,5.32,0.594,0,10.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
577,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,168,32.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,2,2,3663.0,0,93.3,31.45,37.48,162.23,4.43,10.0,2.0,1.0,0.0,1,832.0,1,0
440,60778.0,1,12.0,6,3,21238.0,23.98,0.179,0,5.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0
722,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,74,18.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,3719.0,1,23.78,4.04,69.66,97.48,2.62,8.0,4.0,0.0,0.0,4,723.0,1,0
